PROPNUM,IP30,IP180,MUWI,SUB_AREA,FIELD,PAD_NAME,INITIAL_RSV_PRESSURE_PSI,SPACING_DIST_FT,FRAC_DESIGN_SIMPLIFIED,PERF_PERF,CLUSTER_SPACING_FT,FRACED_STAGES,AVG_RATE_BPM,AVG_PRESS_PSI,FRAC_VENDOR,TOTAL_PROPPANT_LB,MESH_100_LBS,LBS_40_70,LBS_30_50,TOTAL_FLUID_BBL,TOTAL_ACID_BBL,WELL_NUMBER
Q189T3BD8G,6533,22199,9264212700000000BRG0034H1,Briggs N,Catarina,"Briggs 23H,26H,Unit E1H,Unit E2H",4639,800,Short Slickwater,6576,70,19,69.18,7329.16,Frac Tech II,7970500,691550,4856310,2422640,188467,1356.52,1
Q189T3CD8G,2251,11343,9264212700000000BRG0014H1,Briggs N,Catarina,Single Well,4909,550,Slickwater,5729,69,21,83.1,7158,Frac Tech I,7503980,659880,3925880,2918220,270642,1014,2
Q189T3GD8G,6631,24092,9264212700000000BRG0035H1,Briggs N,Catarina,"Briggs 23H,26H,Unit E1H,Unit E2H",4695,600,Short Slickwater,6054,68,18,72.71,7409.28,Frac Tech II,7872930,795480,4641050,2436400,193945,1243.26,2
Q189T3HE8G,2589,9936,9264212700000000BRG0012H1,Briggs N,Catarina,Single Well,5061,650,Short Slickwater,5802,70,21,80.3,7106,Frac Tech I,7524560,641300,3938220,2945040,189142,1002,1
Q189T3IE8G,6690,20262,9264212700000000BRG0037H1,Briggs N,Catarina,"Briggs 23H,26H,Unit E1H,Unit E2H",4695,650,Short Slickwater,5039,73,14,76.48,7734.53,Frac Tech II,6640720,571300,4056280,2013140,150682,909.02,23
Q189T3LE8G,4245,16926,9264212700000000BRG0038H1,Briggs N,Catarina,"Briggs 27H,Briggs Unit F1H",4843,825,Short Slickwater,5462,70,15,72.15,7660.47,Frac Tech II,6545095,577340,4054055,1913700,172221,783.52,1
Q189T3ME8G,4619,9272,9264212700000000BRG0013H1,Briggs N,Catarina,Single Well,5083,750,Slickwater,5812,70,21,83,7250,Frac Tech I,7552985,657760,3650370,2944855,258562,986,2
Q189T3NE8G,7834,28466,9264212700000000BRG0024H1,Briggs N,Catarina,"Briggs 24H,25H",4680,650,Short Slickwater,6499,73,18,72.2,7336,Frac Tech I,8050260,692160,2443100,4915000,213958,1099,24
Q189T3RE8G,9542,27319,9264212700000000BRG0030H1,Briggs N,Catarina,"Briggs Unit D 1H,2H,3H,4H",4858,625,Short Slickwater,7070,70,21,72.59,7844.62,Frac Tech I,9264586,765106,5653260,2846220,207454,1270.38,1
Q189T3SE8G,7309,35644,9264212700000000BRG0025H1,Briggs N,Catarina,"Briggs 24H,25H",4688,550,Short Slickwater,6499,73,18,71.8,7274,Frac Tech I,8054370,689710,4912940,2451720,211744,1016,25
Q189T3WE8G,7788,33808,9264212700000000BRG0031H1,Briggs N,Catarina,"Briggs Unit D 1H,2H,3H,4H",4858,600,Short Slickwater,7864,69,23,76.25,7965.65,Frac Tech I,10141562,875480,6182490,3083592,220555,1384.81,2
Q189T3XE8G,5453,16937,9264212700000000BRG0036H1,Briggs N,Catarina,"Briggs 23H, 26H, Unit E1H, & Unit E2H",4669,600,Short Slickwater,6143,69,18,72.83,7795.56,Frac Tech II,7898500,685400,4803420,2409680,182284,1180.86,26
Q189T41DC0,8424,48221,9264212700000000KNG0009H1,King,Catarina,"Helmcamp-King Unit A1H,A2H,B1H,B2H",4231,500,Short Slickwater,5669,68,17,93.1,6617,Hallibutron,7189230,646510,4117160,2425560,187874,1034,1
Q189T42DC0,10372,49248,9264212700000000ERB0003H2,ERB,Catarina,"ERB 3H,4H",4443,850,Slickwater,5043,71,18,82.6,6994,C&J Frac,6639606,556800,3456006,2623800,228794,1043,4
Q189T46DC0,11511,61586,9264212700000000KNG0010H1,King,Catarina,"Helmcamp-King Unit A1H,A2H,B1H,B2H",4230,700,Short Slickwater,5133,70,15,93.1,6617,Halliburton,6398480,524230,3672750,2201500,187874,1034,2
Q189T47DC0,12068,52811,9264212700000000ERB0004H1,ERB,Catarina,"ERB 5H,6H",4416,400,Short Slickwater,5252,70,19,76,6806,Frac Tech I,6618390,591040,3447430,2579920,160512,986,5
Q189T4BDC0,9659,55473,9264212700000000KNG0011H1,King,Catarina,"Helmcamp-King Unit A1H,A2H,B1H,B2H",4229,650,Short Slickwater,5403,69,16,81.4,6693,Halliburton,6851610,600390,3904940,2346280,172817,1018,1
Q189T4CDC0,9428,50582,9264212700000000ERB0006H1,ERB,Catarina,"ERB 5H,6H",4418,700,Short Slickwater,4805,69,15,77.9,6840,Frac Tech I,6594380,481860,4065420,2047100,150432,849,6
Q189T4DDJ4,9370,42432,9264212700000000ERB0010H1,ERB,Catarina,"El Regalo Buckhorn 9H, 10H & 11H",4422,400,Short Slickwater,4830,71,14,75.41,6905.36,Frac Tech II,6064582,544600,3536842,1983140,144277,665.02,10
Q189T4GDC0,11072,58845,9264212700000000KNG0012H1,King,Catarina,"Helmcamp-King Unit A1H,A2H,B1H,B2H",4207,650,Short Slickwater,6983,71,20,82.3,6701,Halliburton,6206680,750390,4898440,2973500,220153,1144,2
Q189T4HEC0,6410,25937,9264212700000000ERB0007H1,ERB,Catarina,"ERB 7H,8H",4415,750,Short Slickwater,5182,70,15,70.7,6284,Frac Tech I,6529974,802310,3783024,1944640,152373,790,7
Q189T4IEC0,6576,19956,9264212700000000ERB0011H1,ERB,Catarina,"El Regalo Buckhorn 9H, 10H & 11H",4351,350,Super Short Slickwater,5012,60,17,75.89,6883.53,Frac Tech II,8929640,658100,4595500,3676040,164833,954.43,11
Q189T4LEC0,12311,40165,9264212700000000KNG0003H2,King,Catarina,Single Well,4217,700,Short Slickwater,4541,71,13,80.1,6635,C&J Frac,5168980,467100,2972040,1729840,128857,836,1
Q189T4MEC0,10550,45143,9264212700000000ERB0008H1,ERB,Catarina,"ERB 7H,8H",4422,550,Short Slickwater,5182,70,15,73.02,6619,Frac Tech I,6215660,531180,3778640,1905840,161955,736,8
Q189T4NEC0,6516,47195,9264212700000000ERB0001H1,ERB,Catarina,Single Well,4433,650,Short Slickwater,4684,70,17,82.1,7540,Frac Tech II,6084340,514660,3181560,2388120,162133,934,1
Q189T4QEC0,6080,21204,9264212700000000KNG0004H1,King,Catarina,Single Well,4227,850,Short Slickwater,4610,72,13,81,6612,C&J Frac,5630378,539780,3218400,1872198,139781,958,2
Q189T4REC0,10407,68690,9264212700000000ERB0009H1,ERB,Catarina,"El Regalo Buckhorn 9H, 10H & 11H",4465,600,Super Short Slickwater,5009,70,17,75.85,7124.12,Frac Tech II,8524790,622750,4081280,3820760,185725,931.76,9
Q189T4SEC0,9361,36160,9264212700000000ERB0002H1,ERB,Catarina,Single Well,4409,700,Slickwater,5039,71,18,69.6,7686,Frac Tech II,5750700,515660,2997640,2237960,198163,1127,2
Q189T4XEC0,9530,42935,9264212700000000ERB0005H1,ERB,Catarina,"ERB 3H,4H",4418,850,Slickwater,5256,71,15,82.5,7095,C&J Frac,6288300,525560,3597760,2167980,226652,804,3
Q189T51DC0,16314,52647,9264212700000000KON0014H1,Kone,Catarina,"Kone 13H,14H,15H,16H",4497,600,Short Slickwater,5453,69,20,74.4,7328,C&J Frac,7193830,626000,3840440,2727390,186374,1005,14
Q189T52DC0,6134,45037,9264212700000000KNG0014H1,ERB,Catarina,"King ERB B 1H, B 2H, B 3H & B 4H",4379,400,Short Slickwater,6582,70,19,71.42,6565.58,Frac Tech II,8378640,721200,5123400,2534040,199804,1066.1,2
Q189T53DC0,7307,36052,9264212700000000KNG0001H1,King,Catarina,Single Well,4349,725,Short Slickwater,4482,71,13,78.7,6630,C&J Frac,5430520,487940,3117860,1824720,149542,887,1
Q189T56DTW,12585,51490,9264212700000000KON0015H1,Kone,Catarina,"Kone 13H,14H,15H,16H",4489,600,Slickwater,5453,69,20,79.1,7066,C&J Frac,7374190,681040,3838840,2854310,254449,961,15
Q189T57DC0,14992,75755,9264212700000000KNG0015H1,ERB,Catarina,"King ERB B 1H, B 2H, B 3H & B 4H",4404,400,Fernandez,6422,60,22,68.13,6916.5,Frac Tech II,10626806,934010,6128946,3563850,190742,1471.88,3
Q189T58DC0,8577,33242,9264212700000000KNG0002H1,King,Catarina,Single Well,4350,525,Short Slickwater,4546,70,13,78.3,6704,C&J Frac,5550480,506360,3122860,1825960,151348,843,2
Q189T5BDTW,12859,46776,9264212700000000KON0016H1,Kone,Catarina,"Kone 13H,14H,15H,16H",4512,800,Short Slickwater,5729,69,21,74.4,7161,C&J Frac,7729960,689700,3021640,4018620,200682,1045,16
Q189T5CDC0,686,8158,9264212700000000KNG0016H1,ERB,Catarina,"King ERB B 1H, B 2H, B 3H & B 4H",4390,450,Short Slickwater,8015,71,23,69.37,6714.57,Frac Tech II,12071460,893740,8355400,2822320,189429,1249.21,4
Q189T5DDC0,3149,16185,9264212700000000KNG0005H1,King,Catarina,"King E 1H, E 2H, G 1H, G 2H",4217,850,Short Slickwater,5068,69,15,75.3,5827,Halliburton,5908010,524330,3471320,1912360,158033,781,1
Q189T5GDWG,6989,31044,9264212700000000KON0017H1,Kone,Catarina,"Kone 17H,18H,19H,20H",4638,800,Short Slickwater,5970,70,21,75.4,6815,Frac Tech I,7285180,636520,3793880,2854780,179309,1036,17
Q189T5HEC0,7416,30029,9264212700000000KON0009H1,Kone,Catarina,"Kone 9H,10H",4484,850,Short Slickwater,5258,72,15,84.7,7157,Frac Tech I,6250040,514580,3772540,1962920,151765,970,10
Q189T5IEC0,8822,31582,9264212700000000KNG0006H1,King,Catarina,"King E 1H, E 2H, G 1H, G 2H",4212,700,Short Slickwater,4610,72,13,79.2,6600,Halliburton,5606240,484100,3222280,1899860,130252,721,2
Q189T5LEWG,13213,54979,9264212700000000KON0018H1,Kone,Catarina,"Kone 17H,18H,19H,20H",4654,600,Short Slickwater,5798,71,17,76.6,6786,Frac Tech I,7445380,572980,4609100,2263300,173419,1024,18
Q189T5MEC0,8352,29924,9264212700000000KON0012H1,Kone,Catarina,"Kone 11H,12H",4615,850,Short Slickwater,5182,70,15,77.7,7056,Frac Tech I,6661700,568920,4010020,2082760,148273,871,11
Q189T5NEC0,2778,16655,9264212700000000KNG0007H1,King,Catarina,"King E 1H, E 2H, G 1H, G 2H",4201,700,Short Slickwater,4480,73,13,77.8,6610,Halliburton,5210975,466385,2976350,1768240,144723,870,1
Q189T5QE68,8317,26109,9264212700000000KON0019H1,Kone,Catarina,"Kone 17H,18H,19H,20H",4634,600,Short Slickwater,5812,70,21,76.9,7052,Frac Tech I,7279880,649600,3791260,2839020,182462,1126,19
Q189T5REC0,8567,24080,9264212700000000KON0010H1,Kone,Catarina,"Kone 11H,12H",4598,850,Short Slickwater,5611,71,16,75.3,6856,Frac Tech I,7098100,605700,4325860,2166540,163095,988,12
Q189T5SEC0,9280,38803,9264212700000000KNG0008H1,King,Catarina,"King E 1H, E 2H, G 1H, G 2H",4180,850,Short Slickwater,5039,73,14,78.4,6418,Halliburton,6021910,520550,3517020,1984340,151457,817,2
Q189T5WEC0,2913,41496,9264212700000000KON0013H1,Kone,Catarina,"Kone 13H,14H,15H,16H",4490,800,Slickwater,5690,72,20,77.9,7243,C&J Frac,7344210,642890,2874040,3827280,255742,925,13
Q189T5XEC0,19339,93098,9264212700000000KNG0013H1,ERB,Catarina,"King ERB B 1H, B 2H, B 3H & B 4H",4411,400,Fernandez,6478,60,22,72.62,6429.45,Frac Tech II,10625140,842620,5947160,3835360,248346,1294.31,1
Q189T61DY8,8639,28841,9264212700000000KON0029H1,Kone,Catarina,"Kone #29H, #30H, #31H & #32H",4566,500,Short Slickwater,5112,70,15,78.1,6715,Frac Tech II,6702990,596960,4060630,2045400,155539,883,32
Q189T62DJO,9838,45781,9264212700000000KON0026H1,Kone,Catarina,"Kone #25, #26, #27 & #28",4672,500,Short Slickwater,7074,68,21,76.51,6848.08,Frac Tech I,9345000,0,0,0,218524,0,26
Q189T63D68,8894,25091,9264212700000000KON0001H1,Kone,Catarina,Single Well,4654,825,Hybrid,4540,65.5,17,66.4,8333,FracTech Dedicated,5954440,340000,3230000,0,113147.45,852.17,1
Q189T66DY8,4894,17216,9264212700000000KON0003H1,Kone,Catarina,Single Well,4566,1000,Slickwater,5327,75,18,76.8,7852,Frac Tech I,6444200,566460,3388040,2489700,226697,874,3
Q189T67DJO,14741,70407,9264212700000000KON0027H1,Kone,Catarina,"Kone #25, #26, #27 & #28",4686,500,Short Slickwater,9032,70,26,77.7,7335,Frac Tech I,11437880,991520,7025920,3420440,298913,1568,27
Q189T68DFO,9815,53570,9264212700000000KON0020H1,Kone,Catarina,"Kone 17H,18H,19H,20H",4658,800,Short Slickwater,5769,73,16,77.7,6768,Frac Tech I,7060530,564720,4236630,2259180,177197,995,20
Q189T6BDY8,10022,42050,9264212700000000KON0037H1,Kone,Catarina,"Kone 41H, 42H, 43H & 44H",4613,450,Short Slickwater,5595,70,17,78.06,7143.76,Halliburton,6703010,575220,3831820,2295970,199640.7,765.24,41
Q189T6CDJO,10995,63652,9264212700000000KON0028H1,Kone,Catarina,"Kone #25, #26, #27 & #28",4660,500,Short Slickwater,5842,70,17,78.8,7225,Frac Tech I,7532410,648700,4578990,2304720,190116,975,28
Q189T6DDFO,10144,37401,9264212700000000KON0024H1,Kone,Catarina,"Kone #21, #22, #23, #24",4503,600,Short Slickwater,5830,69,16,78,6827,Frac Tech II,7055520,626740,4335920,2092860,117097,947,21
Q189T6GDY8,10226,42714,9264212700000000KON0038H1,Kone,Catarina,"Kone 41H, 42H, 43H & 44H",4652,400,Short Slickwater,5798,69,15,77.26,7221.93,Halliburton,6258440,525560,3583020,2149860,163273.58,722.52,42
Q189T6HEJO,9076,25491,9264212700000000KON0032H1,Kone,Catarina,"Kone #29H, #30H, #31H & #32H",4562,675,Short Slickwater,4905,72,14,73.4,6682,Frac Tech II,6202240,533160,3787440,1886080,148267,994,29
Q189T6IEFO,6152,35316,9264212700000000KON0023H1,Kone,Catarina,"Kone #21, #22, #23, #24",4512,600,Short Slickwater,5527,70,16,72,5470,Frac Tech II,6650100,582460,4068960,1998680,173603,1055,22
Q189T6LEY8,11116,40243,9264212700000000KON0039H1,Kone,Catarina,"Kone 41H, 42H, 43H & 44H",4615,450,Short Slickwater,5611,71,16,78.52,7133,Halliburton,6665577.4,603400,3533422.2,2528755.2,183253.73,798.1,43
Q189T6MEJO,16101,34356,9264212700000000KON0002H1,Kone,Catarina,Single Well,4569,900,Slickwater,4721,72,16,77,8261,FracTech - dedicated,5614390,480000,3200000,1440000,189665.99,847.9,2
Q189T6NEJO,8929,34577,9264212700000000KON0021H1,Kone,Catarina,"Kone #21, #22, #23, #24",4521,600,Short Slickwater,5532,70,16,77.1,6902,Frac Tech II,7168270,617860,4275180,2275230,179000,1014,23
Q189T6QEY8,11840,37670,9264212700000000KON0040H1,Kone,Catarina,"Kone 41H, 42H, 43H & 44H",4655,450,Short Slickwater,5589,71,16,79.73,7049.06,Halliburton,6667900,590480,3800400,2277020,179435,815.88,44
Q189T6REJO,9483,31231,9264212700000000KON0031H1,Kone,Catarina,"Kone #29H, #30H, #31H & #32H",4580,550,Short Slickwater,4762,70,14,75.6,6799,Frac Tech II,6202240,531960,3732020,1938260,149254,801,30
Q189T6SEJO,7183,40129,9264212700000000KON0022H1,Kone,Catarina,"Kone #21, #22, #23, #24",4523,650,Short Slickwater,5767,73,16,78.3,6892,Frac Tech II,7122180,609980,4329680,2182520,177740,885,24
Q189T6WEY8,1332,16027,9264212700000000KON0030H1,Kone,Catarina,"Kone #29H, #30H, #31H & #32H",4576,550,Short Slickwater,4897,71,14,74.5,6958,Frac Tech II,5765000,531460,3426480,1807060,138408,781,31
Q189T6XEJO,7217,48051,9264212700000000KON0025H1,Kone,Catarina,"Kone #25, #26, #27 & #28",4642,700,Short Slickwater,5256,71,15,76.8,6985,Frac Tech I,6503592,608740,4063880,1830972,162179,820,25
Q189T71DMS,9728,48178,9264212700000000STB0004H1,Stumberg,Catarina,Single Well,4447,1000,Slickwater,5040,71,18,85.3,7185,Frac Tech I,6448260,570860,3368840,2508560,223805,917,4
Q189T72D8G,10287,43663,9264212700000000KON0006H1,Kone,Catarina,Single Well,4614,750,Slickwater,5552,74,18,82.6,7779,Frac Tech II,6666230,568540,3706500,2391190,234133,1071,7
Q189T73DSG,8933,33664,9264212700000000KON0041H1,Kone,Catarina,"Kone 45H, 46H, 47H & 48H",4616,400,CHK,5578,34,17,77.05,6905.06,Frac Tech II,7461050,650440,4472490,2338120,158364,0,45
Q189T76DMS,15193,70323,9264212700000000STB0005H1,Stumberg,Catarina,"Stumberg Estate 5H, 6H, 7H & 8H",4521,700,100 Mesh Ramp,5580,71,16,80.41,6842.69,Frac Tech I,7966120,1582340,4196420,2187360,201911,777.6,5
Q189T77D8G,6712,33875,9264212700000000KON0008H1,Kone,Catarina,Single Well,4618,1000,Slickwater,5345,300.76,18,70.6,6038,Frac Tech II,6346517,794080,3279977,2140440,195366,823,8
Q189T78DSG,18238,54978,9264212700000000KON0042H1,Kone,Catarina,"Kone 45H, 46H, 47H & 48H",4644,400,Short Slickwater,5714,68,17,78.19,7071.82,Frac Tech II,7544660,656740,4591380,2296540,173722,0,46
Q189T7BDMS,12088,50460,9264212700000000STB0006H1,Stumberg,Catarina,"Stumberg Estate 5H, 6H, 7H & 8H",4495,400,Short Slickwater,5540,71,16,82.35,6799.63,Frac Tech I,7058020,674500,4178920,2204600,181959,809.52,6
Q189T7CD8G,11410,50237,9264212700000000KON0011H1,Kone,Catarina,"Kone 9H,10H",4448,850,Short Slickwater,5330,72,15,75.6,6925,Frac Tech I,4848680,425820,2961300,1461560,136412,888,9
Q189T7DDSG,13506,45559,9264212700000000KON0043H2,Kone,Catarina,"Kone 45H, 46H, 47H & 48H",4601,400,CHK,5744,33,18,72.64,6469.54,Frac Tech II,7735240,686500,4626960,2421780,177751,0,47
Q189T7GDMS,12243,54949,9264212700000000STB0007H1,Stumberg,Catarina,"Stumberg Estate 5H, 6H, 7H, & 8H",4531,400,Short Slickwater,5729,69,17,75.11,6766.53,Frac Tech I,7488150,645370,4599320,2243460,188271,854.45,7
Q189T7IEC0,9916,23301,9264212700000000KON0044H1,Kone,Catarina,"Kone 45H, 46H, 47H & 48H",4650,400,Short Slickwater,5714,68,17,76.47,6632.54,Frac Tech II,7523410,652020,4597480,2273910,190813,0,48
Q189T7LEMS,8894,32450,9264212700000000STB0008H1,Stumberg,Catarina,"Stumberg Estate 5H, 6H, 7H & 8H",4432,575,Short Slickwater,5552,67,15,75.63,6865.47,Frac Tech I,6536540,569140,3993020,1974380,167811,784.48,8
Q189T7ME8G,9994,45812,9264212700000000STB0001H1,Stumberg,Catarina,Single Well,4312,1000,Short Slickwater,4718,75,16,85.3,7274,Frac Tech I,5609570,482860,2936270,2190440,153299,777,1
Q189T7NE8G,8292,39471,9264212700000000KON0004H1,Kone,Catarina,Single Well,4577,1000,Slickwater,4901,71,14,85.6,7724,Frac Tech I,5975580,516300,3467180,1992100,216944,849,4
Q189T7QEMS,6467,27568,9264212700000000ERB0012H1,ERB,Catarina,"El Regalo Buckhorn 12H, 13H & 14H",4297,400,Super Short Slickwater,6242,60,21,87.6,7264.86,Calfrac,10814160,778220,5000780,5035160,219525,1054.07,12
Q189T7RE8G,8768,46145,9264212700000000STB0002H1,Stumberg,Catarina,Single Well,4317,700,Slickwater,4881,73,17,84.6,7487,Frac Tech I,6053770,498820,3157650,2397300,218860,658,2
Q189T7SE8G,6694,21125,9264212700000000KON0005H1,Kone,Catarina,Single Well,4489,850,Slickwater,5472,73,18,84.1,7701,Frac Tech II,6720640,1387700,2936920,2396020,240852,939,5
Q189T7WEMS,10515,57135,9264212700000000STB0003H1,Stumberg,Catarina,Single Well,4446,875,Slickwater,5536,75,15,89.7,7230,Frac Tech I,6183240,514720,3499960,2168560,222030,785,3
Q189T7XE8G,7895,33581,9264212700000000KON0007H1,Kone,Catarina,Single Well,4474,700,Slickwater,5256,74,18,82.7,7449,Frac Tech II,6307789,569989,3593840,2143960,209372,948,6
Q189T83EZ4,11324,43001,9264212700000000ERB0013H1,ERB,Catarina,"El Regalo Buckhorn 12H, 13H & 14H",4371,400,Short Slickwater,6582,70,19,88.43,6942.68,Calfrac,7757900,707900,4319340,2730660,189532,996.67,13
Q189T89EZ4,18396,79367,9264212700000000ERB0014H1,ERB,Catarina,"El Regalo Buckhorn 12H, 13H & 14H",4409,400,Super Short Slickwater,6542,60,22,87.35,7408.36,Calfrac,11342590,824280,5252120,5266190,223184,1087.36,14
Q189T8CE9W,10279,53031,9264212700000000KON0048H1,Kone,Catarina,"Kone 53H, 54H, 55H & 56H",4605,400,Super Short Slickwater,5510,61.5,18,78.97,7084.39,Frac Tech II,9587260,685200,4467300,4434760,194653,1088.07,55
Q189T8MF5C,8238,31596,9264212700000000KON0062H1,Kone,Catarina,"Kone 65H, 66H, 67H & 68H",4505,400,Fernandez,5793,58.5,20,79.65,7163.9,Halliburton Frac Spot,10102825,747190,5149000,4206635,248608,952.38,65
Q189TA3EGG,10080,46783,9264212700000000KON0075H1,Kone,Catarina,"Kone 62H, 63H & 64H",4449,500,Fernandez,7921,61.75,26,75.77,7147.42,Frac Tech I,13022709,5292840,7729869,0,235192,1298.57,64
Q189TE2EBO,11141,56250,9264212700000000KON0051H1,Kone,Catarina,"Kone 49H, 50H, 51H & 52H",4609,400,Fernandez,5530,70,16,79.69,6938.63,Frac Tech II,7714610,626220,3971240,3117150,165942,751.64,51
Q189TE7EBO,14393,61013,9264212700000000KON0052H1,Kone,Catarina,"Kone 49H, 50H, 51H & 52H",4652,400,Fernandez,5450,58,19,78.74,6917.05,Frac Tech II,9374430,735180,4766950,3872300,199176,912.12,52
Q189TECEBO,9403,42739,9264212700000000KON0046H1,Kone,Catarina,"Kone 53H, 54H, 55H & 56H",4611,400,Short Slickwater,5506,61.5,18,77.12,7028.94,Frac Tech II,7784970,684400,4461700,2638870,181235,928.81,53
Q189TEHFBO,9344,49257,9264212700000000KON0047H1,Kone,Catarina,"Kone 53H, 54H, 55H & 56H",4636,400,Short Slickwater,5414,68.5,16,77.69,6817.69,Frac Tech II,7172400,608420,3988940,2575040,167098,805.24,54
Q189TEMFBO,11808,56945,9264212700000000KON0045H1,Kone,Catarina,"Kone 53H, 54H, 55H & 56H",4633,400,Super Short Slickwater,5612,71,16,71.29,7159.13,Frac Tech II,8503680,608400,3949560,3945720,693078,1131.24,56
Q189TEMFBP,12434,59909,9264212700000000KON0054H1,Kone,Catarina,"Kone 57H, 58H, 59H, 60H & 61H",4653,400,Short Slickwater,5744,58,20,74.68,7345.75,Frac Tech I,8840680,732120,5404420,2704140,214644,1617.6,58
Q189TEMFBQ,11595,59840,9264212700000000KON0056H1,Kone,Catarina,"Kone 57H, 58H, 59H, 60H & 61H",4638,400,Short Slickwater,5794,58.5,20,77.74,7270,Frac Tech I,8874040,767800,5405540,2700700,205347,1049.4,60
Q189TESFBO,11011,49559,9264212700000000KON0049H1,Kone,Catarina,"Kone 49H, 50H, 51H & 52H",4610,400,100 Mesh Ramp,5798,69,17,79.61,7012.88,Frac Tech II,8208490,4585760,3622730,0,191558,857.19,49
Q189TEXFBO,12698,56823,9264212700000000KON0050H1,Kone,Catarina,"Kone 49H, 50H, 51H & 52H",4636,400,100 Mesh Ramp,5548,59,19,79.41,6994.74,Frac Tech II,9625823,5120920,3795780,0,214248,949,50
Q189TQ0GZ4,13141,56920,9264212700000000KON0055H1,Kone,Catarina,"Kone 57H, 58H, 59H, 60H & 61H",4616,400,Short Slickwater,5639,60,19,77.39,7203.05,Frac Tech I,8890698,758651,5408093,2723954,203728,1080.48,59
Q189TQDFZ4,9783,37474,9264212700000000KON0065H1,Kone,Catarina,"Kone 65H, 66H, 67H & 68H",4495,400,Fernandez,5679,57.5,20,77.15,7265.3,Halliburton Frac Spot,10138541,751110,5171451,4215980,252131,1000,66
Q189TQIGZ4,14044,69135,9264212700000000KON0066H1,Kone,Catarina,"Kone 65H, 66H, 67H & 68H",4522,400,Fernandez,5597,59.75,19,76.74,6908.74,Halliburton Frac Spot,9680957,711570,4969992,3999395,206153,904.76,67
Q189TQNGZ4,4422,18861,9264212700000000KON0067H1,Kone,Catarina,"Kone 65H, 66H, 67H & 68H",4497,400,Fernandez,5779,58.5,20,80.55,6908.5,Halliburton Frac Spot,10077869,742850,5123424,4211595,214031,952.38,68
Q189TQOGZ4,11317,52117,9264212700000000KON0053H1,Kone,Catarina,"Kone 57H, 58H, 59H, 60H & 61H",4607,400,Short Slickwater,5798,69,17,71.49,7301.59,Frac Tech I,7519680,637360,4588500,2293820,193787,1319.98,57
Q18ALK0DQ8,16955,66749,9264231100000000TYR0023H1,,Tilden Central,"DL Ranch 9H,10H",6601,500,Short Slickwater,6762,65,21,93.1,6617,Frac Tech I,9261550,798140,5666820,2796590,187874,1034,10
Q18ALK1EQ8,15379,76726,9264231100000000TYR0034H1,,Tilden Central,"D.L. Ranch 17H,18H,19H",7054,550,Slickwater,7305,67,22,75.9,9067,Frac Tech I,9263520,844740,5967120,2981200,260571,1346,17
Q18ALK4DQ8,13132,59418,9264231100000000TYR0035H1,,Tilden Central,"D.L. Ranch 17H,18H,19H",7072,450,Short Slickwater,6972,67,21,73,8940,Frac Tech I,8826670,815520,5680360,2767640,235790,1354,18
Q18ALK5DQ8,16549,58172,9264231100000000TYR0024H1,,Tilden Central,"DL Ranch 5H,6H,11H,12H",6570,450,Slickwater,6970,67,21,93.1,6617,Frac Tech I,9223520,799860,5678300,2745360,187874,1034,11
Q18ALK9DQ8,16143,73154,9264231100000000TYR0036H1,,Tilden Central,"D.L. Ranch 17H,18H,19H",7030,625,Slickwater,5787,65,18,77.2,9138,Frac Tech I,6206680,685520,4862580,2390620,287009,1241,19
Q18ALKADQ8,17009,62912,9264231100000000TYR0025H1,,Tilden Central,"DL Ranch 5H,6H,11H,12H",6931,625,Slickwater,6338,64,20,93.1,6617,Frac Tech I,8826670,762740,5410530,2653400,187874,1034,12
Q18ALKEDQ8,12268,59524,9264231100000000TYR0011H1,,Tilden Central,"DL Ranch 1H,2H,3H,4H",6881,600,Slickwater,5330,72,15,74,8432,C&J Frac,6288641,534780,3592781,2161080,233146,895,1
Q18ALKFDQ8,11069,41691,9264231100000000TYR0047H1,,Tilden Central,"D.L. Ranch 7H, 8H & 13H",7083,500,Short Slickwater,5256,71,15,79.6,8759.73,Calfrac,6397220,569000,3752200,2076020,140086.2,0,13
Q18ALKJEQ8,14828,55127,9264231100000000TYR0051H1,,Tilden Central,D.L. Ranch 20H & 21H,6608,600,Slickwater,6144,69,18,80.24,8060.16,C&J Frac,7457380,637950,4330460,2488970,222354,1065.36,20
Q18ALKKEQ8,13456,52682,9264231100000000TYR0048H1,,Tilden Central,"D.L. Ranch 14H, 15H & 16H",7049,475,Hybrid,5182,70,15,72.91,8972,Calfrac,6765075,571460,3839115,2354500,159486.8,0,14
Q18ALKOEQ8,14724,54034,9264231100000000TYR0052H1,,Tilden Central,D.L. Ranch 20H & 21H,6939,700,Slickwater,5109,69,15,80.65,8284.93,C&J Frac,5857030,519880,3287880,2049270,186762,768.31,21
Q18ALKUEQ8,11019,40153,9264231100000000TYR0050H1,,Tilden Central,"D.L. Ranch 14H, 15H & 16H",6845,325,Short Slickwater,3782,70,11,78.15,8843.09,Calfrac,4751825,424520,2824205,1503100,119891.6,0,16
Q18ALL0DQ8,16926,58579,9264231100000000TYR0022H1,,Tilden Central,"DL Ranch 9H,10H",6955,500,Short Slickwater,6112,65,19,93.1,6617,Frac Tech I,7795457,692570,4891398,2211489,187874,1034,9
